2674 2265
21 5 0
21 7 0
21 6 0
4 8 0
6 8 0
5 9 0
5 8 0
10 15 0
12 15 0
11 14 0
11 16 0
11 15 0
19 17 0
26 8 0
28 8 0
27 7 0
27 9 0
27 8 0
27 8 1
10 6 0
10 7 0
4 23 0
6 23 0
5 22 0
5 24 0
5 23 0
26 19 0
27 20 0
27 19 0
8 29 0
10 29 0
9 30 0
9 29 0
9 29 1
23 24 0
25 24 0
24 23 0
24 25 0
24 24 0
12 20 0
14 20 0
13 19 0
13 21 0
13 20 0
2 28 0
2 27 0
22 13 0
24 13 0
23 12 0
23 14 0
23 13 0
8 30 0
10 30 0
23 28 0
25 28 0
24 27 0
24 29 0
24 28 0
2 5 0
1 4 0
1 6 0
1 5 0
24 5 0
25 6 0
6 28 0
8 28 0
7 27 0
7 29 0
7 28 0
7 28 1
15 25 0
14 25 0
7 17 0
7 16 0
17 27 0
18 26 0
18 27 0
12 2 0
14 2 0
13 1 0
13 3 0
13 2 0
25 1 0
27 1 0
26 2 0
26 1 0
2 8 0
3 7 0
3 9 0
3 8 0
3 12 0
4 13 0
4 12 0
9 13 0
11 13 0
10 14 0
22 2 0
24 2 0
23 1 0
23 3 0
23 2 0
17 25 0
16 24 0
16 26 0
16 25 0
14 8 0
16 8 0
15 9 0
15 8 1
15 7 1
1 18 0
2 19 0
29 6 0
28 7 0
28 6 0
7 9 0
7 8 0
6 17 0
6 27 0
17 7 0
1 29 0
1 28 0
26 12 0
27 11 0
27 13 0
6 17 1
12 29 0
11 28 0
11 30 0
11 29 0
11 29 1
11 6 0
13 6 0
12 5 0
12 7 0
12 6 0
15 4 0
17 4 0
16 4 0
11 5 0
11 6 1
7 24 0
6 25 0
6 24 0
16 13 0
15 14 0
15 13 0
8 11 0
7 12 0
7 11 0
28 23 0
30 23 0
29 22 0
29 24 0
29 23 0
29 23 1
24 9 0
26 9 0
25 8 0
25 10 0
25 9 0
13 15 0
15 15 0
14 14 0
14 16 0
14 15 0
26 26 0
27 25 0
27 26 0
27 26 1
16 14 0
18 2 0
20 2 0
19 1 0
19 3 0
19 2 0
3 1 0
5 1 0
4 2 0
4 1 0
11 18 0
13 18 0
12 17 0
12 19 0
12 18 0
22 23 0
23 22 0
23 23 0
21 4 0
23 4 0
22 3 0
22 5 0
22 4 0
12 3 0
14 3 0
13 4 0
14 30 0
16 30 0
15 29 0
15 30 0
5 13 0
7 13 0
6 12 0
26 25 0
25 26 0
25 25 0
20 29 0
22 29 0
21 28 0
21 30 0
21 29 0
9 10 0
9 11 0
27 16 0
29 16 0
28 16 1
15 10 0
14 9 0
14 10 0
15 22 0
17 22 0
16 21 0
16 23 0
16 22 0
2 3 0
3 2 0
3 3 0
2 6 0
3 5 0
3 6 0
17 3 0
18 4 0
18 3 0
10 10 0
21 8 0
20 9 0
20 8 0
24 30 0
26 30 0
25 29 0
25 30 0
25 30 1
21 21 0
23 21 0
22 20 0
22 22 0
22 21 0
23 6 0
23 5 0
23 5 1
17 5 0
8 9 0
8 10 0
24 22 0
22 14 0
24 14 0
23 15 0
2 13 0
1 12 0
1 13 0
10 1 0
12 1 0
11 2 0
11 1 0
28 20 0
17 28 0
18 28 1
24 1 0
14 17 0
15 16 0
15 17 0
21 24 0
22 25 0
22 24 0
18 1 0
25 23 0
27 23 0
26 22 0
26 24 0
26 23 0
18 5 0
20 5 0
19 4 0
19 5 0
27 29 0
29 29 0
13 8 0
9 9 0
9 10 1
28 22 0
30 22 0
29 21 0
29 22 1
14 18 0
15 19 0
9 8 0
12 27 0
11 26 0
11 27 0
9 19 0
11 19 0
10 18 0
10 20 0
10 19 0
20 3 0
20 4 0
10 9 0
15 1 0
14 1 0
16 29 0
17 29 0
17 29 1
20 21 0
21 20 0
21 22 0
25 18 0
26 17 0
26 18 0
18 6 0
7 23 0
14 5 0
13 5 0
30 28 0
30 30 0
30 29 0
3 10 0
4 9 0
4 10 0
24 3 0
21 9 0
22 8 0
22 9 0
28 8 1
11 20 0
12 21 0
2 14 0
1 14 1
16 30 1
30 20 0
29 20 0
29 20 1
13 16 0
13 17 0
10 28 0
15 21 0
17 21 0
16 20 0
1 20 0
3 20 0
2 21 0
2 20 0
7 26 0
8 25 0
8 26 0
19 21 0
20 20 0
20 22 0
20 21 1
6 7 0
3 14 0
13 14 0
12 13 0
12 14 0
11 22 0
13 22 0
12 23 0
12 22 0
11 17 0
12 16 0
18 27 2
23 18 0
22 17 0
22 19 0
22 18 0
22 18 1
19 25 0
19 26 0
19 26 1
7 22 0
9 22 0
8 21 0
8 23 0
8 22 0
18 10 0
20 10 0
19 9 0
19 11 0
19 10 0
2 1 0
1 2 0
1 1 0
14 21 0
21 6 1
12 4 0
12 5 1
1 3 0
24 6 0
26 6 0
25 7 0
30 6 0
29 5 0
29 7 0
29 6 1
18 14 0
18 15 0
11 7 1
3 26 0
5 26 0
30 5 0
29 4 0
29 5 1
15 26 0
17 26 0
16 27 0
4 21 0
5 20 0
6 1 0
5 2 0
30 16 0
30 15 0
18 11 0
17 10 0
17 12 0
26 13 0
25 12 0
25 14 0
25 13 0
29 2 1
4 30 0
6 30 0
5 30 1
1 28 1
5 3 0
7 18 0
9 18 0
8 17 0
8 19 0
8 18 0
9 21 0
11 21 0
10 21 0
1 27 1
14 19 0
15 5 0
27 22 0
27 24 0
25 2 0
5 15 1
22 27 0
22 28 0
23 8 0
24 7 0
24 8 0
17 19 0
18 18 0
18 20 0
10 16 0
20 24 0
20 25 0
26 28 0
26 29 0
9 20 0
21 17 0
23 17 0
22 16 0
3 29 0
3 28 0
9 11 2
27 2 0
9 24 0
8 24 0
8 24 1
24 26 0
25 27 0
8 23 2
3 16 0
2 16 1
6 2 0
8 2 0
7 1 0
7 3 0
7 2 0
16 28 0
16 29 1
28 3 0
27 3 0
17 24 0
1 5 1
21 10 0
9 14 0
8 13 0
13 9 0
14 6 0
13 7 0
14 9 1
1 10 0
2 9 0
2 11 0
2 10 0
23 26 0
24 26 1
20 30 0
22 10 1
23 7 0
22 7 0
28 16 2
4 19 0
21 19 0
18 17 0
27 28 0
26 14 0
7 23 1
27 10 0
28 10 0
18 12 0
20 12 0
19 13 0
19 12 0
10 21 1
25 17 0
24 16 0
24 18 0
24 17 0
24 17 1
1 8 0
1 9 0
1 19 0
1 19 1
4 17 0
14 4 0
4 20 0
1 17 1
23 4 1
21 12 0
20 11 0
20 13 0
20 12 1
4 26 1
6 26 0
7 25 0
16 9 0
8 1 0
9 2 0
9 1 0
9 1 1
30 17 0
11 24 0
29 14 1
24 9 1
21 18 1
9 16 0
10 17 0
13 30 0
14 29 0
17 8 0
21 3 0
26 16 0
25 15 0
25 16 0
18 8 0
19 8 1
23 25 0
9 17 0
19 24 0
18 25 0
6 3 0
17 1 0
11 7 2
25 25 1
24 15 0
24 14 1
23 6 2
15 3 0
16 3 1
24 21 0
23 20 0
14 7 2
28 14 2
6 19 0
4 25 1
7 17 1
7 22 2
17 20 0
27 15 0
26 15 0
18 3 1
20 23 0
21 23 0
30 19 0
30 21 0
23 19 0
14 28 0
15 27 0
15 28 0
3 9 1
3 20 1
8 12 0
7 20 0
26 5 1
16 15 0
28 4 0
29 3 2
24 11 0
24 12 0
19 14 0
28 1 0
27 1 1
2 2 0
2 2 1
19 22 0
11 22 1
15 29 1
23 11 1
24 19 0
25 20 0
25 19 0
25 19 1
5 26 1
7 19 0
30 8 0
29 8 1
9 6 0
8 6 1
17 14 0
11 3 0
4 15 1
29 22 2
1 21 0
18 9 0
10 2 0
9 3 0
2 1 2
27 17 1
1 2 1
2 4 0
29 28 0
6 18 1
2 24 0
1 23 0
1 24 0
6 4 0
12 22 1
13 13 0
8 20 0
25 21 0
24 20 0
2 25 0
3 24 0
3 2 2
3 11 0
2 29 0
3 30 0
14 6 1
21 20 1
18 13 0
1 7 0
2 23 0
26 27 0
8 3 0
29 11 0
23 29 0
22 30 0
19 12 1
23 30 0
29 2 2
1 30 0
1 29 1
17 30 1
15 7 2
23 1 1
8 28 1
2 7 0
18 21 0
21 17 1
4 24 1
2 30 0
20 6 1
28 25 0
28 24 0
18 12 1
23 8 1
15 24 0
16 24 1
3 13 0
11 10 2
26 7 0
26 8 1
9 5 0
9 6 1
22 7 1
18 4 1
1 18 2
9 30 2
25 5 1
24 21 1
30 27 0
29 26 0
16 29 2
1 3 1
23 27 0
23 26 1
28 17 2
12 25 0
11 25 1
10 1 1
26 7 2
19 22 1
4 7 0
4 7 1
20 11 1
8 17 2
5 27 2
27 7 2
21 9 1
14 14 1
25 2 1
17 29 2
10 24 1
28 21 0
29 21 2
19 7 1
4 23 1
17 13 0
18 13 1
13 28 0
14 27 0
30 10 0
17 9 0
22 11 1
27 6 3
22 12 1
26 10 0
26 9 1
22 17 1
13 29 0
12 28 0
12 30 0
12 29 2
9 28 1
23 12 1
28 6 2
7 20 1
18 8 1
9 1 2
13 14 1
27 21 0
26 20 0
26 21 0
17 14 1
9 24 1
30 14 1
19 25 2
24 1 1
15 20 0
4 25 2
26 15 1
25 11 0
7 14 1
13 22 1
17 29 3
27 5 2
15 2 1
30 16 1
5 26 2
14 28 1
13 13 2
29 13 2
25 3 1
24 10 1
13 22 2
6 2 1
25 18 1
28 23 1
13 14 2
19 23 1
23 18 1
25 2 2
20 27 0
21 29 1
8 4 0
29 25 1
15 22 1
1 26 1
18 7 1
10 19 1
7 16 1
12 22 3
9 27 1
1 22 0
22 20 1
17 24 2
3 21 2
20 19 1
24 20 1
8 5 1
21 7 1
23 25 1
9 25 1
24 12 2
26 26 1
2 8 1
15 17 1
26 11 0
30 5 2
5 2 2
22 1 1
26 14 1
16 22 1
18 13 2
20 9 2
21 2 1
7 21 1
28 22 2
21 16 1
2 29 2
24 25 2
30 13 2
21 13 0
20 13 1
24 3 1
23 16 0
25 22 0
30 23 1
2 12 0
2 12 1
15 6 2
18 26 3
1 11 0
5 25 1
1 29 2
2 2 3
5 22 1
8 29 2
2 27 1
1 25 1
4 30 2
22 21 2
23 27 1
18 10 1
13 18 1
30 3 2
24 2 2
13 9 1
19 27 2
9 27 2
21 14 1
5 8 1
9 13 1
8 14 1
22 30 1
23 25 3
21 23 1
8 24 2
9 25 2
13 6 1
10 25 2
19 28 2
24 19 1
21 17 2
1 24 1
19 1 1
4 13 1
20 10 2
8 26 1
15 16 1
10 20 1
22 10 2
21 27 1
13 7 1
28 5 2
5 18 1
30 7 0
29 7 2
5 5 1
8 16 2
4 21 1
29 18 2
7 15 1
2 20 1
5 9 1
3 16 1
26 28 1
14 17 1
14 6 3
18 14 1
9 24 3
12 25 1
11 9 1
11 30 1
16 1 1
20 11 3
11 5 1
26 6 2
17 22 1
21 10 1
5 4 1
25 29 2
27 9 1
5 3 1
12 24 1
9 9 1
2 13 1
5 16 2
16 14 1
6 3 1
17 10 1
20 29 2
9 26 2
18 2 1
30 8 1
16 15 1
12 2 1
10 8 1
22 24 1
14 8 1
2 4 1
25 14 2
17 23 3
29 15 1
15 23 1
20 23 1
4 27 1
2 17 2
4 4 1
18 18 1
16 22 2
18 8 2
18 19 1
18 22 1
22 8 1
3 7 1
15 21 1
25 17 1
2 22 1
30 6 1
21 18 2
7 30 0
10 7 1
6 21 2
29 26 1
16 30 2
18 27 3
17 3 1
29 5 2
26 8 2
9 21 1
17 12 1
3 13 2
19 24 2
28 12 1
1 15 1
20 24 1
17 26 1
12 1 1
3 12 3
12 13 1
4 8 2
7 16 3
23 21 1
11 23 1
3 22 1
30 24 2
7 26 1
16 12 1
28 23 2
16 18 1
7 17 2
15 28 1
29 2 3
11 25 2
25 10 1
23 17 2
19 9 1
22 13 1
30 20 1
7 13 2
27 10 2
8 9 1
16 21 2
25 3 2
25 26 1
3 20 3
27 9 2
26 6 3
3 11 1
8 11 1
20 16 1
2 9 2
25 21 2
17 11 1
24 17 2
7 6 2
16 29 3
10 21 2
27 30 1
29 1 1
30 5 3
29 24 2
10 22 1
13 8 1
19 2 2
13 28 1
15 9 1
5 17 1
18 2 3
26 14 2
10 7 3
14 29 1
2 3 2
27 13 1
7 8 1
1 25 2
3 23 1
16 12 2
18 10 2
28 30 1
18 22 2
12 11 2
25 15 2
23 14 1
26 5 4
10 22 2
20 17 2
23 22 2
27 14 1
22 5 1
8 18 1
23 16 1
28 9 2
17 20 1
24 15 2
20 18 2
26 26 2
22 4 1
7 17 3
27 29 2
20 19 2
24 27 1
25 27 2
5 21 3
14 15 1
8 15 2
4 6 1
27 2 1
7 27 1
28 6 3
11 22 2
8 6 2
11 1 1
20 5 1
8 19 1
8 10 2
28 30 2
24 14 2
6 26 1
16 2 1
21 8 1
30 22 2
1 20 1
16 1 2
27 24 1
14 22 1
21 28 1
29 19 2
13 5 1
12 26 1
19 13 3
6 13 1
15 15 1
19 18 2
19 16 1
11 6 2
2 28 3
27 20 1
2 14 1
16 29 4
27 18 1
28 15 1
30 26 2
20 16 2
29 9 2
22 9 1
11 8 1
19 6 2
3 17 2
24 27 3
16 15 2
16 2 2
25 4 2
5 13 1
23 7 2
12 28 2
14 5 1
9 19 2
16 25 2
15 10 1
16 16 1
29 12 3
11 11 1
29 21 3
12 9 2
25 20 2
10 11 3
8 25 2
10 16 1
5 12 1
23 18 2
7 7 2
14 30 1
11 26 2
16 3 2
13 12 1
26 11 1
22 1 2
23 10 2
19 27 3
23 8 2
20 1 1
8 25 3
4 5 1
26 3 1
16 21 3
23 15 1
3 27 1
8 9 3
11 20 2
13 7 2
15 15 2
28 17 3
26 19 1
7 18 1
6 27 2
18 7 2
21 10 3
17 12 3
27 12 1
27 16 2
14 16 1
12 27 1
10 10 3
13 9 3
3 5 1
21 23 2
15 14 3
29 16 3
6 19 1
27 1 2
25 16 2
11 30 2
18 23 3
19 11 1
6 16 2
26 24 1
16 14 3
23 2 2
4 9 2
13 28 3
7 25 1
26 25 2
22 17 2
21 13 1
17 2 4
15 11 1
14 12 2
17 3 2
15 21 2
1 8 1
6 28 2
14 13 2
26 13 2
25 28 1
20 28 1
26 20 2
24 4 3
20 26 1
4 17 2
11 3 1
23 13 1
20 6 2
16 19 1
22 15 1
9 22 3
13 8 2
22 25 2
15 27 1
11 9 2
21 29 2
24 1 2
6 14 2
1 11 1
21 11 1
13 29 2
28 8 2
12 18 1
12 26 2
19 8 2
28 24 3
7 21 3
26 29 1
5 12 2
17 25 1
11 7 3
27 19 1
8 13 2
23 28 1
12 14 1
26 16 2
5 29 1
5 13 2
27 11 2
12 9 4
1 19 2
20 1 2
24 8 3
18 12 2
14 4 1
6 16 3
15 25 1
15 26 1
28 15 3
19 5 2
8 26 4
15 10 2
16 6 1
16 10 1
8 12 2
26 17 1
14 23 1
5 4 2
12 15 1
25 25 2
28 11 3
18 25 3
22 9 2
20 9 3
12 28 3
18 3 2
20 4 2
12 23 1
22 7 3
11 5 2
26 27 1
3 27 2
13 2 2
1 23 1
16 18 2
17 15 2
15 7 3
3 10 1
10 21 3
18 17 1
2 5 1
6 29 1
16 28 1
1 9 1
6 1 1
30 27 1
21 29 3
20 6 3
19 15 1
14 19 1
5 27 3
24 13 2
10 6 3
23 20 2
12 29 3
29 28 1
30 9 2
7 10 1
4 12 4
10 23 3
13 20 1
15 25 3
2 11 1
8 19 2
2 13 3
27 22 1
25 28 2
28 26 1
4 27 3
12 6 2
24 12 3
23 29 1
17 14 4
11 12 2
3 22 2
16 7 1
15 5 2
18 29 2
10 6 4
6 4 2
2 24 1
5 14 2
13 16 1
26 12 1
12 14 2
14 21 2
13 4 1
4 3 1
11 27 1
17 28 1
4 20 2
23 5 2
17 10 2
30 19 3
23 3 2
29 11 1
16 5 2
9 16 1
14 10 1
26 12 2
18 20 2
21 26 1
5 23 1
6 6 1
6 20 1
21 21 1
2 4 2
29 9 3
20 24 3
2 8 2
1 10 1
11 19 2
30 3 3
14 27 1
8 4 1
15 21 4
28 25 1
6 5 3
10 20 2
15 19 1
6 26 2
25 24 1
2 19 1
25 4 3
13 28 4
15 1 1
22 28 1
23 24 1
20 8 2
20 15 2
26 17 2
13 8 3
28 19 1
17 13 1
30 11 1
15 12 2
9 17 2
6 7 2
8 21 1
23 23 1
18 9 2
19 15 2
30 30 1
20 25 3
7 3 1
11 4 1
23 11 3
28 19 2
10 27 1
27 28 2
26 22 1
6 2 3
5 5 3
30 14 2
1 22 1
26 29 3
13 7 4
6 29 2
16 28 2
5 8 3
17 28 2
15 14 4
10 2 1
5 11 1
19 27 4
2 19 3
23 30 2
20 28 2
14 10 2
13 24 1
18 19 2
6 8 3
22 23 1
26 23 1
29 13 3
30 17 1
21 21 2
29 25 2
7 5 2
3 24 2
21 24 3
11 8 4
16 6 3
27 29 3
24 13 3
4 24 3
11 18 1
29 27 1
12 5 2
28 1 2
10 18 1
2 16 2
28 20 2
10 28 1
28 2 3
28 3 1
3 4 1
30 24 3
5 18 2
24 23 1
21 13 2
5 30 3
1 30 1
27 27 1
16 27 1
15 18 3
26 1 1
16 13 2
13 21 1
1 15 2
8 28 2
20 2 2
19 21 2
19 24 4
22 19 2
27 14 2
3 26 1
12 27 3
18 3 4
7 11 1
12 21 2
1 20 2
20 28 3
17 18 3
16 16 2
26 19 2
22 2 3
14 2 1
13 17 1
28 29 1
20 14 1
2 27 3
26 21 1
1 5 2
22 27 1
28 20 3
5 10 1
5 11 2
6 22 2
7 9 2
10 17 3
5 24 2
14 26 1
7 24 3
18 15 2
26 21 2
7 13 3
18 30 1
15 24 2
1 21 2
14 13 3
2 22 2
9 20 3
3 23 2
7 22 3
10 3 1
15 3 2
10 15 2
15 1 2
22 23 2
9 3 1
24 28 4
3 21 3
13 17 2
27 13 3
16 13 4
15 5 3
11 15 3
20 8 4
27 20 3
20 12 2
28 14 4
27 3 2
9 8 2
6 20 2
11 4 3
5 23 2
20 26 2
30 10 2
24 19 2
30 29 1
23 14 2
14 12 3
12 3 2
8 30 1
6 19 2
16 20 1
16 8 1
19 15 3
24 29 1
30 8 2
11 27 2
13 1 1
6 4 4
11 27 3
28 25 3
14 3 3
13 10 3
30 4 1
27 20 4
21 5 1
19 20 2
30 27 3
5 7 2
20 22 1
28 27 2
16 27 2
6 10 1
2 15 3
11 3 3
17 8 3
17 20 2
3 23 3
3 25 1
3 14 2
20 30 1
14 11 2
9 7 3
18 16 2
3 26 3
14 2 4
29 30 2
6 29 3
26 25 3
22 23 3
5 19 1
18 12 3
22 21 3
21 4 3
2 24 2
5 23 3
12 20 1
1 13 2
7 12 2
19 4 1
2 3 3
30 16 2
15 1 3
23 18 3
6 26 3
17 5 1
22 5 2
8 14 3
24 23 2
3 1 1
6 8 4
3 9 3
24 5 3
21 26 2
4 8 3
11 16 1
7 11 2
22 13 2
19 4 3
7 22 4
5 9 2
29 15 2
12 16 1
14 15 2
2 30 1
6 30 1
4 19 1
14 20 2
16 17 2
19 5 4
24 13 4
4 2 1
23 16 2
1 21 3
21 6 2
17 26 2
13 30 2
8 18 2
18 16 3
2 26 1
15 9 2
8 5 3
14 27 2
14 11 4
4 18 3
18 12 4
4 3 2
6 11 3
12 15 2
4 1 1
14 26 2
24 7 1
7 18 3
26 22 2
23 10 4
6 23 2
8 6 3
12 16 2
9 16 2
17 6 1
27 21 2
22 3 3
18 6 1
11 13 1
4 10 2
14 24 2
13 20 3
21 18 3
26 19 3
6 19 3
29 10 1
25 24 3
25 7 1
12 13 2
2 29 3
20 15 3
23 29 2
7 27 2
12 8 1
6 25 2
25 23 3
3 20 4
4 17 3
14 4 2
26 17 3
16 17 3
11 25 3
12 25 2
14 27 3
29 5 3
4 29 2
13 24 3
8 3 1
24 15 3
3 6 2
2 9 3
24 22 1
18 1 2
30 11 3
24 22 3
27 26 3
10 27 2
27 21 3
1 23 2
28 6 4
5 15 3
17 4 3
22 17 3
24 7 2
5 19 3
14 23 2
1 3 2
4 29 3
23 30 3
9 14 1
11 22 3
2 5 2
16 20 2
14 19 2
21 7 2
15 9 3
12 17 2
14 13 4
24 11 1
2 4 3
12 19 1
12 24 3
17 5 3
7 1 1
20 15 4
17 21 1
4 27 4
3 10 2
15 19 3
29 25 3
24 25 3
8 5 4
25 4 4
13 14 3
9 12 2
17 21 4
5 9 3
8 8 2
29 10 3
7 15 3
5 5 4
6 28 3
21 7 3
16 27 3
25 9 1
10 27 3
8 1 1
6 1 2
16 9 1
9 5 1
3 17 3
28 4 2
1 8 2
28 23 3
29 13 4
9 12 3
15 26 3
2 17 3
7 2 1
15 4 1
11 22 4
2 7 2
3 11 3
23 8 3
11 14 3
8 8 3
11 16 3
9 9 2
25 11 1
23 16 3
8 2 2
13 16 2
9 3 2
12 2 3
9 29 2
21 22 2
21 26 3
10 18 2
28 22 3
20 1 3
11 18 2
21 24 4
25 13 1
7 29 3
24 7 3
19 30 2
9 4 1
26 23 4
22 3 4
3 7 2
5 28 2
10 14 1
8 4 2
9 4 2
2 5 4
21 11 2
22 7 4
15 12 4
22 15 2
20 21 3
26 4 1
19 2 3
9 30 3
10 29 1
20 3 1
4 1 2
6 23 3
30 20 2
3 6 3
24 1 3
11 29 4
25 6 1
13 18 2
4 8 4
3 18 1
11 16 4
7 7 3
19 21 3
10 18 3
21 14 2
15 23 2
20 14 2
17 17 1
27 7 3
10 5 3
2 11 2
22 12 2
9 19 4
10 25 3
23 24 2
12 6 3
25 7 2
10 25 4
25 16 3
22 28 2
10 14 2
26 9 3
9 9 4
17 23 4
14 17 2
17 17 2
5 11 4
22 13 3
26 3 3
26 22 3
29 28 2
26 8 3
9 4 3
14 15 3
7 27 3
16 20 3
9 27 4
30 22 3
13 1 2
10 14 3
1 11 2
22 27 2
2 26 2
2 11 3
3 28 1
1 7 1
25 24 4
6 10 2
19 20 3
10 14 4
26 29 4
29 10 4
2 7 3
10 17 4
11 18 3
10 11 4
12 24 4
13 16 3
11 1 2
6 20 3
1 6 2
25 7 3
21 13 4
3 30 2
12 19 2
17 5 4
3 30 3
14 30 3
10 13 1
18 17 2
16 9 2
12 5 3
13 4 2
13 26 1
17 28 3
16 20 4
27 24 2
13 25 2
9 7 4
4 10 3
5 19 4
25 6 2
18 19 3
30 8 3
11 3 4
19 18 3
17 10 3
21 27 2
24 17 3
18 6 2
7 15 4
13 25 3
25 21 3
6 20 4
21 22 3
10 29 2
25 11 2
5 7 3
30 29 2
22 27 3
15 23 3
1 10 3
21 20 2
10 28 3
19 2 4
8 28 3
18 25 4
10 3 2
18 17 4
29 18 3
24 9 2
26 8 4
2 29 4
20 21 4
29 30 3
23 26 2
19 11 2
6 23 4
9 3 3
11 18 4
20 14 3
9 3 4
1 6 3
24 25 4
25 9 2
2 22 3
10 2 2
14 23 3
19 20 4
18 6 3
12 19 3
28 12 2
25 10 2
14 23 4
12 6 4
24 9 3
13 18 3
8 23 3
10 13 2
13 1 3
25 18 2
18 7 3
15 26 4
3 14 3
30 14 3
27 18 2
15 19 4
5 7 4
28 22 4
9 16 3
27 7 4
21 20 3
12 17 3
1 18 3
29 5 4
10 2 3
22 9 3
2 11 4
3 4 2
17 28 4
9 14 2
18 9 3
20 19 3
12 23 2
13 4 3
7 18 4
2 24 3
13 10 4
26 12 3
6 16 4
10 28 4
11 20 3
8 8 4
25 11 3
16 16 3
25 10 3
24 9 4
4 6 2
6 14 3
16 7 2
2 17 4
14 17 3
28 4 3
15 29 2
13 25 4
29 25 4
12 13 3
18 6 4
23 14 3
30 6 2
7 29 4
7 3 2
5 9 4
22 5 3
27 16 3
2 9 4
28 8 3
25 10 4
8 21 2
16 16 4
23 8 4
24 5 4
