2674 11436
30 17 0
30 18 0
30 19 0
30 20 0
30 21 0
30 22 0
30 23 0
30 24 0
30 25 0
30 26 0
30 27 0
30 28 0
30 29 0
30 30 0
8 7 0
9 27 0
21 15 0
19 7 0
5 6 0
13 26 0
28 14 0
16 6 0
17 16 0
10 25 0
4 4 0
19 28 1
11 8 0
29 18 0
29 14 0
5 29 0
20 15 0
26 4 0
28 14 0
14 23 0
30 2 1
18 30 0
30 12 0
20 16 0
7 5 0
6 14 0
6 10 0
21 26 0
20 18 0
21 1 0
28 17 1
10 4 0
15 7 0
4 15 0
4 25 0
1 15 0
14 12 0
28 18 1
25 4 0
29 2 0
22 11 0
5 11 0
18 23 0
5 18 0
1 26 0
16 11 0
3 18 0
27 5 1
8 15 0
28 12 0
1 26 0
28 30 0
10 23 0
3 22 0
12 10 1
12 11 0
16 2 0
23 10 1
29 9 1
2 17 0
4 27 0
19 19 1
28 27 0
30 3 0
10 12 0
30 25 0
5 16 0
13 24 0
6 21 0
16 18 0
21 6 0
5 8 0
11 15 0
19 16 0
27 8 1
10 7 0
5 23 0
27 19 0
9 29 1
24 24 0
13 20 0
2 27 0
23 13 0
9 30 0
24 28 0
1 5 0
25 5 0
7 28 1
14 25 0
7 16 0
18 27 0
13 2 0
26 1 0
3 8 0
4 12 0
10 13 0
23 2 0
16 25 0
15 8 1
15 7 1
2 18 0
28 6 0
7 8 0
6 16 0
6 28 0
16 7 0
1 28 0
26 1 0
27 12 0
6 17 1
11 29 1
29 2 0
12 6 0
16 4 0
11 6 1
6 24 0
15 13 0
7 11 0
29 23 1
16 2 0
25 9 0
14 15 0
27 26 1
15 14 0
19 2 0
4 1 0
26 1 0
12 18 0
23 23 0
22 4 0
13 3 0
15 30 0
6 13 0
25 25 0
21 29 0
9 11 0
28 16 1
14 10 0
16 22 0
3 3 0
3 6 0
18 3 0
11 10 0
20 8 0
25 30 1
22 21 0
23 5 1
17 4 0
8 10 0
23 22 0
23 14 0
1 13 0
11 1 0
28 19 0
18 28 1
23 1 0
15 17 0
22 24 0
3 18 0
20 15 0
6 11 0
19 1 0
26 23 0
11 15 0
19 5 0
28 29 0
12 8 0
9 10 1
29 22 1
15 18 0
8 8 0
11 27 0
10 19 0
5 28 0
20 4 0
20 18 0
11 9 0
14 1 0
17 29 1
21 21 0
26 18 0
18 5 0
9 27 0
6 23 0
28 6 0
1 27 0
13 5 0
30 29 0
4 10 0
24 4 0
7 14 0
22 9 0
4 9 0
28 8 1
12 20 0
1 14 1
16 30 1
29 20 1
13 17 0
3 22 0
10 28 0
16 21 0
2 20 0
8 26 0
5 16 0
20 21 1
6 6 0
4 14 0
5 14 0
12 14 0
12 22 0
12 17 0
18 27 2
22 18 1
19 26 1
8 22 0
19 10 0
1 1 0
25 25 0
11 6 1
14 21 0
5 28 0
21 6 1
12 5 1
1 3 0
25 6 0
29 6 1
18 15 0
11 7 1
4 26 0
17 6 0
2 20 0
29 5 1
16 26 0
5 21 0
5 1 0
30 15 0
20 8 0
17 11 0
25 13 0
29 2 1
5 30 1
1 28 1
4 3 0
8 18 0
10 21 0
1 27 1
6 21 0
14 19 0
12 15 0
5 21 0
15 5 0
14 21 0
4 27 0
27 23 0
25 1 0
5 15 1
22 28 0
29 2 1
24 8 0
18 19 0
10 15 0
20 25 0
26 29 0
29 14 0
5 24 0
25 13 0
10 20 0
19 1 0
22 17 0
3 28 0
19 5 0
9 11 2
7 8 0
26 2 0
8 24 1
25 26 0
8 23 2
1 17 0
14 22 0
2 16 1
7 2 0
16 29 1
27 3 0
17 26 0
17 23 0
1 5 1
21 10 0
24 6 0
8 14 0
14 9 0
13 6 0
14 9 1
6 21 0
9 8 0
2 10 0
24 26 1
19 30 0
22 10 1
22 7 0
28 16 2
3 19 0
8 29 0
21 20 0
11 26 0
18 17 0
27 28 0
26 13 0
17 16 0
10 28 0
7 23 1
28 10 0
19 12 0
10 21 1
24 17 1
1 9 0
28 10 0
28 29 0
1 19 1
14 25 0
3 17 0
2 19 0
28 18 1
19 20 0
22 24 0
14 5 0
18 11 0
1 3 0
3 20 0
21 26 0
26 29 0
1 17 1
14 19 0
23 4 1
11 15 0
1 3 0
20 12 1
4 26 1
4 10 0
7 26 0
16 10 0
9 1 1
30 17 0
15 5 0
10 24 0
29 14 1
24 9 1
21 18 1
10 16 0
14 30 0
1 26 0
16 25 0
5 16 0
9 27 0
17 7 0
5 22 0
22 6 0
21 2 0
6 13 0
25 16 0
19 8 1
23 24 0
9 16 0
1 1 0
26 23 0
18 24 0
17 24 0
1 28 1
6 2 0
30 30 0
16 1 0
11 7 2
25 25 1
24 14 1
23 6 2
20 15 0
16 3 1
23 21 0
14 7 2
28 14 2
12 1 0
10 8 0
11 24 0
6 25 0
5 19 0
20 10 0
29 30 0
15 1 0
4 25 1
17 24 0
7 17 1
29 14 1
7 22 2
12 11 0
17 20 0
4 22 0
26 15 0
18 3 1
21 23 0
30 20 0
22 19 0
16 29 1
15 28 0
21 24 0
3 9 1
13 23 0
19 10 0
20 3 0
15 1 0
3 20 1
3 26 0
8 11 0
7 21 0
26 5 1
16 15 0
28 4 0
9 18 0
29 3 2
13 18 0
11 22 0
24 12 0
19 14 0
23 4 1
15 5 0
27 1 1
2 2 1
20 22 0
14 30 0
11 22 1
30 21 0
15 29 1
23 11 1
25 19 1
5 26 1
6 19 0
30 17 0
12 7 0
29 8 1
8 6 1
19 10 0
25 28 0
17 15 0
30 24 0
11 20 0
11 4 0
17 22 0
4 15 1
29 22 2
2 21 0
18 10 0
28 6 0
19 22 0
9 2 0
9 13 0
15 2 0
2 1 2
27 17 1
21 8 0
13 7 0
21 16 0
26 16 0
1 2 1
12 17 0
2 3 0
29 9 1
28 28 0
6 18 1
20 29 0
13 24 0
4 5 0
12 4 0
1 24 0
6 8 0
14 14 0
28 9 0
5 4 0
12 22 1
19 30 0
14 13 0
22 28 0
10 16 0
26 24 0
10 18 0
21 1 0
13 6 0
8 19 0
4 18 0
24 21 0
3 25 0
28 13 0
3 2 2
3 10 0
3 29 0
16 18 0
26 17 0
11 20 0
14 6 1
4 23 0
27 3 0
12 20 0
21 20 1
10 3 0
20 24 0
8 20 0
8 12 0
19 13 0
12 2 0
18 17 0
10 28 0
1 6 0
21 20 1
2 23 0
19 20 0
6 29 0
6 20 0
25 27 0
9 3 0
4 18 0
29 12 0
22 29 0
6 24 0
2 18 0
21 26 0
19 12 1
22 30 0
29 2 2
1 29 1
22 14 0
17 30 1
6 25 0
27 28 0
15 7 2
23 2 0
19 14 0
23 1 1
18 30 0
8 28 1
22 11 0
5 21 0
25 6 0
30 4 0
2 7 0
1 9 0
18 22 0
21 17 1
16 21 0
3 3 0
4 24 1
1 30 0
27 15 0
17 27 0
20 6 1
28 24 0
27 19 0
10 15 0
18 12 1
14 17 0
23 8 1
16 24 1
3 14 0
8 26 0
11 10 2
24 6 0
26 28 0
2 17 0
26 8 1
25 27 0
18 7 0
11 9 0
9 6 1
23 24 0
3 30 0
22 7 1
18 4 1
1 18 2
14 16 0
9 30 2
17 3 0
21 23 0
25 5 1
24 21 1
29 27 0
1 3 0
16 29 2
17 25 0
14 11 0
1 3 1
23 11 1
23 25 0
23 26 1
10 13 0
28 17 2
19 16 0
11 25 1
10 1 1
3 25 0
26 7 2
19 22 1
4 7 1
17 3 0
8 18 0
19 19 1
20 11 1
14 16 0
8 17 2
5 27 2
30 29 0
17 24 0
8 9 0
23 18 0
16 21 0
27 7 2
2 9 0
21 9 1
8 13 0
25 5 1
9 25 0
14 14 1
10 14 0
3 25 0
24 29 0
24 12 0
8 14 0
8 8 0
25 2 1
17 29 2
30 13 0
10 24 1
29 21 2
13 16 0
11 4 0
19 7 1
4 23 1
18 13 1
3 18 0
14 28 0
4 21 0
24 28 0
29 30 0
30 11 0
17 8 0
12 19 0
22 11 1
27 6 3
10 17 0
14 22 0
22 12 1
29 12 0
15 2 0
21 1 0
8 16 0
6 22 0
26 9 1
22 17 1
28 15 0
12 29 2
9 28 1
14 23 0
9 17 0
13 8 0
15 27 0
7 16 0
16 6 0
12 10 1
17 26 0
8 6 1
23 12 1
2 8 0
28 6 2
8 8 0
14 29 0
18 4 1
3 4 0
7 20 1
12 23 0
18 8 1
12 28 0
9 1 2
13 14 1
4 2 0
30 4 0
27 3 0
6 24 0
12 19 0
8 1 0
15 18 0
16 15 0
8 18 0
26 21 0
6 25 0
17 14 1
9 24 1
30 14 1
19 25 2
27 10 0
15 23 0
24 1 1
10 19 0
12 16 0
14 20 0
29 17 0
4 25 2
26 15 1
13 26 0
10 28 0
2 23 0
25 10 0
8 19 0
7 14 1
11 27 0
10 3 0
13 22 1
6 3 0
14 28 0
1 13 0
21 2 0
17 29 3
27 5 2
30 1 0
5 12 0
25 28 0
15 2 1
30 16 1
22 14 0
5 26 2
14 28 1
5 21 0
13 13 2
20 18 0
22 22 0
22 21 0
11 19 0
27 22 0
30 22 0
26 19 0
29 13 2
30 18 0
14 5 0
5 7 0
20 22 0
2 26 0
25 3 1
24 10 1
5 16 0
13 22 2
15 4 0
20 22 0
12 2 0
6 2 1
30 30 0
25 18 1
28 23 1
13 14 2
19 23 1
28 24 0
25 24 0
7 5 0
17 11 0
23 12 1
23 18 1
12 30 0
25 2 2
18 1 0
29 10 0
10 17 0
21 29 0
22 4 0
5 29 0
7 13 0
4 3 0
21 27 0
17 11 0
21 29 1
9 4 0
9 14 0
29 25 1
8 24 1
20 24 0
12 3 0
23 3 0
22 26 0
12 19 0
23 26 1
1 15 0
13 4 0
11 16 0
3 19 0
15 22 1
1 5 1
1 26 1
26 23 0
5 28 0
18 7 1
14 26 0
6 28 0
16 5 0
10 19 1
21 1 0
10 17 0
26 7 2
20 1 0
7 16 1
2 10 0
16 20 0
24 24 0
14 18 0
30 28 0
29 19 0
16 28 0
27 21 0
12 22 3
13 12 0
15 20 0
9 27 1
1 22 0
13 1 0
3 25 0
22 20 1
17 24 2
1 15 0
4 4 0
24 23 0
26 8 1
28 29 0
3 21 2
26 2 0
7 28 1
11 13 0
16 17 0
20 19 1
13 4 0
15 27 0
8 1 0
20 16 0
7 25 0
24 20 1
2 8 0
5 12 0
20 24 0
22 21 0
28 17 2
8 5 1
28 20 0
21 7 1
27 22 0
13 5 0
23 25 1
9 25 1
1 1 0
24 12 2
26 21 0
10 20 0
22 15 0
26 26 1
9 9 0
9 18 0
20 1 0
2 8 1
1 25 0
20 26 0
13 28 0
15 17 1
19 19 1
30 11 0
8 25 0
30 29 0
20 4 0
4 1 0
26 11 0
21 4 0
13 25 0
15 11 0
22 10 1
9 6 1
30 5 2
2 10 0
5 2 2
22 1 1
27 21 0
26 14 1
27 5 2
22 23 0
16 22 1
30 9 0
18 13 2
17 3 0
20 4 0
14 11 0
14 24 0
20 9 2
3 28 0
29 11 0
23 22 0
26 28 0
9 18 0
21 2 1
26 1 0
25 27 0
5 7 0
7 21 1
28 22 2
6 27 0
29 26 0
25 12 0
21 16 1
20 11 1
2 29 2
4 12 0
24 25 2
30 13 2
10 24 1
20 13 1
19 24 0
25 27 0
3 19 0
24 3 1
15 20 0
22 16 0
24 3 1
24 23 0
26 22 0
14 1 0
30 23 1
13 4 0
3 5 0
6 5 0
2 12 1
3 6 0
15 6 2
18 1 0
18 26 3
1 10 0
21 28 0
5 25 1
14 19 0
21 20 1
25 2 2
22 27 0
28 23 1
15 15 0
1 29 2
2 2 3
26 1 0
20 22 0
8 17 2
12 1 0
5 22 1
16 16 0
23 12 1
8 29 2
2 27 1
1 9 0
1 25 1
14 1 0
5 10 0
4 30 2
17 6 0
9 6 1
22 21 2
23 27 1
4 14 0
18 10 1
26 10 0
13 18 1
13 3 0
23 12 1
2 10 0
12 24 0
30 3 2
24 2 2
4 7 1
15 13 0
1 30 0
28 13 0
13 9 1
19 27 2
17 8 0
6 16 0
7 9 0
23 14 0
9 27 2
21 23 0
6 26 0
9 20 0
21 14 1
5 8 1
17 25 0
10 4 0
14 11 0
11 3 0
14 19 0
9 13 1
8 14 1
22 30 1
20 27 0
10 4 0
15 25 0
4 21 0
6 26 0
23 25 3
6 20 0
21 23 1
25 24 0
12 1 0
12 1 0
11 18 0
19 5 0
8 24 2
9 9 0
30 30 0
21 6 1
9 25 2
13 6 1
13 26 0
13 21 0
24 30 0
26 1 0
7 1 0
13 4 0
23 30 0
29 22 2
10 25 2
30 29 0
4 2 0
19 28 2
23 22 0
24 19 1
21 17 2
1 24 1
19 1 1
4 13 1
20 10 2
8 11 0
18 17 0
12 15 0
19 21 0
8 26 1
15 16 1
10 20 1
25 8 0
28 3 0
10 16 0
14 4 0
22 8 0
13 27 0
22 10 2
21 27 1
25 29 0
30 21 0
13 7 1
28 5 2
13 11 0
26 21 0
26 30 0
5 18 1
7 4 0
29 7 2
10 10 0
5 5 1
8 16 2
4 21 1
18 11 0
7 12 0
27 12 0
12 19 0
29 18 2
7 15 1
2 20 1
20 17 0
5 9 1
25 29 0
9 21 0
3 16 1
26 28 1
14 17 1
11 4 0
14 6 3
5 18 1
3 12 0
18 14 1
9 24 3
11 19 0
26 4 0
12 25 1
15 10 0
5 30 1
30 20 0
11 9 1
11 3 0
24 9 1
20 3 0
16 9 0
11 30 1
16 1 1
1 6 0
21 25 0
20 11 3
11 5 1
26 6 2
17 22 1
21 10 1
19 2 0
12 1 0
4 22 0
22 28 0
18 20 0
5 4 1
2 6 0
25 29 2
28 2 0
6 13 0
27 9 1
5 3 1
8 1 0
19 21 0
16 9 0
20 7 0
12 24 1
18 17 0
12 8 0
9 9 1
2 13 1
5 16 2
16 14 1
6 3 1
9 8 0
5 15 1
17 10 1
26 13 0
3 27 0
19 16 0
20 29 2
9 26 2
14 18 0
14 20 0
18 2 1
30 8 1
14 5 0
26 4 0
24 18 0
27 12 0
29 30 0
16 15 1
8 12 0
20 12 1
28 23 1
11 28 0
19 17 0
2 30 0
22 22 0
12 2 1
29 2 2
6 13 0
10 8 1
30 29 0
22 24 1
14 8 1
2 4 1
16 6 0
25 14 2
17 23 3
9 13 1
10 16 0
16 16 0
15 8 1
29 15 1
15 23 1
20 23 1
19 6 0
4 27 1
2 17 2
4 4 1
28 10 0
18 18 1
30 30 0
3 8 0
6 29 0
13 26 0
16 22 2
17 26 0
18 8 2
30 4 0
18 19 1
18 22 1
22 8 1
19 15 0
3 7 1
15 21 1
25 17 1
2 22 1
10 20 1
21 6 1
23 27 1
14 3 0
15 23 1
29 27 0
30 6 1
5 28 0
21 18 2
7 29 0
10 7 1
16 13 0
6 21 2
29 26 1
16 30 2
2 30 0
27 21 0
22 4 0
1 9 0
18 27 3
5 22 1
1 14 1
17 7 0
17 3 1
7 10 0
15 16 1
30 17 0
29 12 0
23 22 0
26 17 0
24 18 0
15 20 0
13 2 0
29 5 2
26 8 2
9 21 1
17 12 1
3 13 2
19 24 2
28 12 1
1 15 1
17 27 0
25 27 0
20 24 1
18 16 0
1 11 0
2 6 0
15 22 1
17 26 1
28 24 0
3 28 0
12 1 1
3 12 3
7 26 0
12 13 1
9 26 2
13 17 0
4 8 2
20 30 0
7 26 0
7 16 3
23 21 1
20 25 0
11 23 1
23 9 0
30 21 0
3 22 1
30 24 2
7 26 1
5 28 0
16 12 1
28 23 2
16 18 1
1 26 1
7 17 2
3 15 0
2 25 0
26 10 0
28 29 0
14 4 0
16 12 1
23 17 0
15 28 1
26 11 0
29 2 3
26 11 0
28 21 0
20 7 0
11 25 2
13 4 0
25 10 1
10 10 0
8 28 1
3 23 0
7 10 0
23 17 2
13 16 0
14 12 0
19 9 1
22 13 1
27 21 0
23 4 1
12 8 0
1 3 1
30 20 1
7 13 2
26 3 0
27 10 2
17 28 0
8 9 1
6 17 1
3 25 0
22 9 0
5 7 0
14 3 0
22 7 1
16 21 2
13 4 0
1 7 0
25 3 2
13 30 0
22 14 0
25 26 1
3 20 3
11 3 0
20 6 1
27 9 2
13 5 0
2 6 0
11 5 1
26 6 3
3 11 1
8 11 1
20 16 1
2 9 2
17 5 0
25 21 2
10 26 0
17 11 1
24 17 2
20 3 0
7 6 2
16 23 0
16 29 3
23 30 0
7 20 1
10 21 2
27 30 1
16 21 2
14 5 0
1 10 0
17 20 0
29 1 1
2 30 0
17 2 0
5 10 0
30 5 3
13 26 0
29 24 2
15 18 0
1 10 0
23 16 0
22 28 0
21 8 0
19 5 0
10 22 1
13 8 1
5 9 1
19 2 2
18 30 0
21 9 1
13 28 1
15 9 1
30 6 1
7 3 0
23 5 1
5 17 1
18 2 3
26 14 2
6 7 0
2 18 0
26 8 2
8 19 0
30 27 0
10 7 3
14 29 1
2 3 2
28 17 2
26 16 0
12 9 0
28 10 0
12 2 1
4 12 0
27 13 1
23 26 1
5 13 0
19 17 0
10 30 0
14 17 1
7 21 1
7 8 1
20 30 0
1 25 2
13 23 0
3 23 1
16 12 2
18 10 2
8 12 0
23 9 0
11 30 1
3 3 0
30 30 0
28 30 1
17 14 1
12 11 0
18 22 2
21 17 2
4 10 0
12 11 2
20 4 0
12 19 0
12 25 1
25 15 2
3 8 0
11 4 0
23 14 1
26 5 4
10 22 2
4 20 0
30 9 0
28 23 2
16 19 0
20 17 2
23 22 2
16 4 0
9 2 0
24 21 1
7 27 0
27 14 1
22 5 1
4 1 0
